rating,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6
1,-0.599671621,-3.375147993,1.688442792,-0.253571969,2.29666253,2.628694359
1,-0.535697543,-3.387116727,1.531481134,0.033694415,1.945852593,1.683920114
4,-0.495637552,-3.361399941,1.37662133,0.244894452,1.653037366,0.407402376
5,-0.51762999,-3.453078896,1.519331979,-0.109596964,1.683076566,0.619060703
5,-0.510894789,-3.451954418,1.519241447,-0.044989835,1.505435629,0.410294067
5,-0.483391064,-3.467437085,1.507339577,-0.00170691,1.530010948,0.072404899
5,-0.478888915,-3.454789469,1.456326966,0.053569494,1.43783307,-0.073808845
5,-0.529433156,-3.422402486,1.515726497,-0.06211599,1.447624614,0.795840195
5,-0.51378651,-3.434808834,1.507340667,-0.135970174,1.759581417,0.827151271
3,-0.484202948,-3.459526944,1.520514138,-0.154172062,1.945101412,0.889394898
5,-0.474517906,-3.454352508,1.452703586,-0.01375988,1.670330533,0.09049738
5,-0.533897519,-3.258130163,1.223311172,0.70053296,2.003867555,0.02548321
1,-0.487652205,-3.443122902,1.557953503,-0.294392383,2.267858177,1.808908269
1,-0.518929399,-3.520056458,1.713587634,-0.578191861,1.993091463,2.20468049
5,-0.565838657,-3.229836619,1.272675731,0.600428611,2.070813202,0.730291757
5,-0.533432228,-3.324669425,1.316664791,0.496288424,1.66631573,0.051244455
1,-0.613113565,-3.293602588,1.517045062,0.126286767,2.140299123,2.62458288
5,-0.524967078,-3.308620607,1.28916068,0.519205692,1.649856649,0.02955844
1,-0.544950815,-3.306013694,1.394217851,0.368697708,1.865437144,1.425353567
5,-0.503369585,-3.309623602,1.277379774,0.604017521,1.510717444,-0.30559185
5,-0.541480026,-3.379627935,1.439061471,0.199946467,1.55015041,0.488866395
5,-0.493634247,-3.3750871,1.333119504,0.411899005,1.229820756,-0.388695572
1,-0.536348614,-3.377365896,1.509583282,0.058383617,1.859126732,1.616633203
5,-0.504614965,-3.377869701,1.388273605,0.283726487,1.514756185,0.059426517
5,-0.495052396,-3.375622176,1.394022623,0.292184956,1.545571848,0.044913626
1,-0.56297206,-3.355192664,1.534307097,-0.099941824,2.183069724,2.404917959
5,-0.500784873,-3.369633549,1.37869784,0.24445395,1.664329916,0.204850791
5,-0.483033425,-3.446637897,1.44829362,0.218285998,0.925955501,-0.441840258
1,-0.528696074,-3.448075013,1.613344348,-0.180119747,1.673743878,1.78635348
1,-0.533065002,-3.450425412,1.602660163,-0.279642085,1.971881521,2.002905805
5,-0.497757753,-3.418920851,1.481278459,-0.102337634,1.738261503,0.689660901
1,-0.481724252,-3.449529431,1.533192914,-0.146259477,1.868856719,1.297394601
5,-0.565822805,-3.319963563,1.387065187,0.433338155,1.645801357,0.540334318
5,-0.595345237,-3.311171074,1.466272096,0.246638635,1.946855638,0.918363326
3,-0.56429544,-3.331225498,1.414334951,0.295949682,2.037094771,1.226736746
5,-0.539028358,-3.32449165,1.3541483,0.454998602,1.740309606,0.261726236
5,-0.510982843,-3.303834978,1.281732254,0.491792523,1.807371637,0.151405732
5,-0.516483899,-3.403640369,1.448000538,0.225162032,1.592714143,0.175534401
3,-0.548656258,-3.396886245,1.525215555,-0.00266718,2.012915379,1.406166376
5,-0.528873374,-3.373840846,1.416354177,0.25713751,1.447526253,0.279310685
5,-0.517155739,-3.389059876,1.419187603,0.215944595,1.650424155,0.267336138
5,-0.525686265,-3.379501764,1.41182722,0.219766909,1.597607941,0.395416204
5,-0.548396443,-3.359487727,1.433969525,0.174400611,1.594865746,0.764487984
5,-0.536026158,-3.354527469,1.400047056,0.236588639,1.484788551,0.518149429
5,-0.50599513,-3.375270776,1.378476769,0.286899576,1.505581308,0.044355583
5,-0.471146443,-3.377777069,1.362908855,0.331615496,1.541312405,-0.23093888
1,-0.495398593,-3.373900566,1.442424553,0.191596141,1.741675524,1.05855826
5,-0.49462822,-3.444012416,1.449871621,0.179753067,0.966897011,-0.255990159
1,-0.507811509,-3.365531531,1.453928104,0.067777455,2.026452911,1.541945936
4,-0.529983348,-3.444858616,1.546292095,-0.115543682,1.57568551,1.026462576
5,-0.497844242,-3.457342192,1.489208283,-0.08203897,1.719118451,0.459662583
2,-0.532097875,-3.443818479,1.605734985,-0.177715408,1.695774551,1.676840288
5,-0.474868911,-3.452097533,1.47741822,0.056375784,1.400518774,0.000645555
5,-0.470921156,-3.449784223,1.44778137,0.060181744,1.460217852,-0.078760543
5,-0.47658916,-3.42597033,1.430174539,0.181021104,1.044691705,-0.283319708
5,-0.52143511,-3.317865937,1.300662854,0.563092683,1.525506254,-0.194902608
1,-0.54952495,-3.269950784,1.334993473,0.451938107,2.525365012,1.534169195
1,-0.541995835,-3.231120004,1.287194726,0.659889417,1.920400728,1.06488553
1,-0.555174003,-3.321025946,1.465517271,0.244229546,2.101912155,1.692323761
5,-0.523361278,-3.301808359,1.275574016,0.549309204,1.57079333,-0.013759124
5,-0.513690789,-3.402145101,1.445839965,0.233385665,1.58412486,0.174783385
5,-0.534577744,-3.376773415,1.436555889,0.234348246,1.496814379,0.440068741
1,-0.538975865,-3.392948675,1.507959111,0.016043764,1.999271781,1.699732805
5,-0.509640841,-3.370973716,1.368677381,0.294187792,1.487018685,0.095584961
5,-0.518359731,-3.446591205,1.539691355,-0.008184408,1.319848935,0.444958708
2,-0.513023214,-3.453498497,1.544891477,-0.090285924,1.56559246,1.097266534
5,-0.48197309,-3.440660893,1.45974853,0.197863395,0.946920761,-0.30339951
5,-0.506367561,-3.45310105,1.574800733,-0.072197,1.508057051,0.205512735
5,-0.4969175,-3.455382625,1.521279041,-0.076287471,1.674036574,0.454893039
2,-0.543309834,-3.410402353,1.538029876,-0.094920467,1.427001553,1.545976988
5,-0.461331962,-3.427517124,1.388053369,0.231715597,1.017162223,-0.518850375
1,-0.519957724,-3.45285497,1.627988206,-0.447976797,2.515164747,2.409192108
5,-0.524400053,-3.480175868,1.579980322,-0.25460293,1.155484189,0.815624535
5,-0.465957737,-3.50717532,1.520160797,-0.065140703,0.91825225,-0.304286979
5,-0.50491944,-3.30323975,1.262281167,0.545511287,1.684632223,-0.083864027
4,-0.552543517,-3.247253277,1.289685384,0.630561456,2.030685424,0.661676275
1,-0.521771548,-3.321415062,1.394732402,0.321586016,2.132000813,1.278354868
2,-0.528567095,-3.301624866,1.352014399,0.331057414,2.101349678,1.223772832
5,-0.494894901,-3.30484574,1.252086675,0.614336849,1.543570917,-0.400918294
5,-0.536235799,-3.366084519,1.446908613,0.17322976,1.627171044,0.756083986
3,-0.528204907,-3.409153073,1.508236418,-0.032075328,2.25378462,1.316041353
1,-0.543210876,-3.379850515,1.535018551,-0.010009739,2.023435074,1.894060654
1,-0.528809141,-3.374254592,1.486181904,0.094713233,1.810923363,1.47308633
5,-0.497556184,-3.372770157,1.388581664,0.210107817,1.765500298,0.274340939
1,-0.492144355,-3.379772834,1.427355867,0.191408417,1.749596089,0.978322171
5,-0.485846645,-3.464525459,1.498545711,0.043897978,1.406067247,0.011056405
2,-0.563946751,-3.447128216,1.697523607,-0.405858452,2.079533115,2.044580446
4,-0.487758529,-3.467392902,1.534197266,-0.134792353,1.864902466,0.694864725
3,-0.530459505,-3.493290103,1.715465556,-0.360620182,1.237524017,1.135794078
3,-0.542201011,-3.245685117,1.261730338,0.577513276,2.260949878,0.899134372
5,-0.541436699,-3.32876914,1.34976128,0.5343506,1.490157174,-0.011472496
5,-0.515192383,-3.324352577,1.306847361,0.511818691,1.743057208,-0.015275745
2,-0.547026788,-3.335620277,1.431419907,0.334714959,1.963482288,1.188474772
1,-0.540618537,-3.317032878,1.406536165,0.307430047,2.050151694,1.420493236
5,-0.540110357,-3.300675195,1.31995844,0.481006216,1.671066813,0.316137838
5,-0.516010443,-3.310948443,1.322804315,0.490140515,1.742692267,0.096970913
5,-0.492751634,-3.308197158,1.226117031,0.665802476,1.421822219,-0.528303204
5,-0.531668717,-3.373854599,1.428023263,0.185053117,1.662500141,0.530447493
1,-0.559855242,-3.380200987,1.563690186,-0.024366139,1.965568105,2.112547627
1,-0.548388849,-3.387372441,1.557332313,-0.032230947,2.04636051,2.026856607
5,-0.513227199,-3.381549894,1.391528357,0.225843567,1.653809737,0.257296602
5,-0.492406466,-3.362488848,1.337846303,0.361403909,1.392873506,-0.133204446
2,-0.549387009,-3.366181202,1.550444852,-0.042325584,2.051414084,1.533444199
1,-0.509613547,-3.379098497,1.47800699,0.071691641,1.978088733,1.420459294
5,-0.488542377,-3.469488491,1.493427154,-0.022498408,1.591630629,0.162302153
2,-0.509029112,-3.398246852,1.4921343,-0.129066401,2.617509398,1.754113665
1,-0.504199962,-3.375287144,1.466866889,0.042196375,2.098096236,1.517681886
1,-0.533185069,-3.35400798,1.500025993,-0.02599921,2.144223736,2.072394851
5,-0.50075858,-3.452444753,1.485685937,0.025299552,1.377025853,0.187881363
5,-0.477927714,-3.462261953,1.501293042,0.012219003,1.534556315,0.098725779
5,-0.488752972,-3.437551155,1.459367767,-0.010979492,1.556156807,0.24755088
5,-0.466499128,-3.413171025,1.381174263,0.184320151,1.12194263,-0.320646357
5,-0.567337072,-3.32094856,1.364467606,0.384890472,1.798847614,0.658669897
1,-0.59460564,-3.206957163,1.334945179,0.488010177,2.135010313,2.104727404
5,-0.488371202,-3.385093208,1.362331164,0.344855141,1.423905246,-0.245582982
5,-0.525250299,-3.38782685,1.414116064,0.292811441,1.385800806,0.105076818
5,-0.546742988,-3.387423113,1.52885237,0.124335765,1.643902136,0.413357536
5,-0.501920207,-3.378008614,1.371268294,0.327793227,1.419386351,-0.069975139
1,-0.535720651,-3.382814805,1.519263993,0.011559004,2.017298503,1.759808394
5,-0.517891774,-3.370818858,1.405992404,0.177917966,1.757652929,0.529299917
5,-0.492104808,-3.377138366,1.356060528,0.278727745,1.632467269,-0.010925117
5,-0.496650985,-3.372182732,1.379960071,0.21481906,1.76259366,0.231121185
5,-0.483399366,-3.367016283,1.373763508,0.33584826,1.470875325,-0.139764608
5,-0.468385926,-3.355599156,1.284542271,0.508042851,1.089203419,-0.665829377
5,-0.514866703,-3.450656725,1.516716298,-0.059687701,1.546385241,0.503344228
3,-0.530753863,-3.451944892,1.603499248,-0.193732206,1.750080898,1.501785883
5,-0.539364714,-3.248006499,1.243259952,0.758802663,1.777834828,0.081192052
4,-0.499109774,-3.458407066,1.526560894,-0.168573322,1.916304255,0.902469955
1,-0.49723641,-3.495071386,1.634264145,-0.285894841,1.25353939,1.440062498
1,-0.555178432,-3.251861573,1.331242121,0.42388951,2.568454028,1.788925229
5,-0.502658533,-3.303791629,1.271421648,0.613702785,1.492059821,-0.281462625
1,-0.613840128,-3.237399753,1.450797028,0.097664055,3.152986074,3.193433404
3,-0.558765774,-3.328345927,1.393963333,0.321890539,1.994796017,1.081719381
5,-0.49226798,-3.310958782,1.242194114,0.620575194,1.548022011,-0.441293831
5,-0.487588581,-3.305681654,1.246406743,0.661049503,1.439889774,-0.487066782
5,-0.51548417,-3.403715233,1.429009465,0.235191359,1.590445491,0.138501802
2,-0.517604964,-3.381821754,1.466505503,0.094387889,1.897682028,1.227971231
5,-0.512612392,-3.397142638,1.399461805,0.30892241,1.420226762,-0.078032736
5,-0.516519818,-3.383068198,1.42814611,0.272188454,1.449182858,0.196215954
4,-0.518460272,-3.409966404,1.459709561,0.132932838,1.872007515,0.607494171
5,-0.484316613,-3.379600846,1.343947137,0.376675648,1.374076763,-0.323668419
3,-0.507969989,-3.395740085,1.454668884,0.058157386,2.12021208,1.0807386
5,-0.487888561,-3.383202809,1.371773689,0.312064695,1.524472968,-0.191263395
5,-0.538210955,-3.428243629,1.526124639,-0.11075707,1.553123118,0.981322653
2,-0.545808076,-3.368485397,1.542884296,-0.13852623,2.396469056,2.262922157
2,-0.50704577,-3.365372444,1.44589006,0.085991733,1.983223831,1.33481494
3,-0.508012866,-3.472668559,1.603825551,-0.275383184,2.123642269,1.445752317
5,-0.467969427,-3.507075952,1.530478436,-0.077509388,0.919728262,-0.251899739
5,-0.524029379,-3.249118393,1.183637526,0.903651047,1.483189986,-0.498503392
1,-0.47943761,-3.526579819,1.64840293,-0.42113516,1.762072266,1.488895522
5,-0.499485379,-3.300005713,1.241551781,0.618998721,1.521768365,-0.30649588
1,-0.552046264,-3.243071593,1.322239556,0.528915061,2.262809452,1.514120563
1,-0.550698743,-3.265928457,1.363697227,0.339797702,2.840953267,1.994694126
1,-0.503684556,-3.28865294,1.289693774,0.609753034,1.417890794,0.538088962
5,-0.536478435,-3.37483022,1.41070588,0.23173776,1.497661361,0.4209248
1,-0.53847721,-3.40993781,1.571545747,-0.109052436,2.339378028,1.979804672
5,-0.499736953,-3.393924452,1.390641109,0.227126004,1.723315699,0.092654902
5,-0.506076602,-3.369810159,1.385500702,0.300393519,1.453235892,0.081343342
5,-0.50770597,-3.363530514,1.372021098,0.330033832,1.369801272,0.038106416
3,-0.549241996,-3.373519452,1.57058214,-0.078181302,2.136076117,1.520232993
5,-0.533591418,-3.450946713,1.572060551,-0.152224273,1.686912974,0.981782136
2,-0.515187737,-3.371004079,1.454069059,0.050293538,2.050312025,1.431294558
3,-0.494855123,-3.367737666,1.415036232,0.240905125,1.635095841,0.654642181
2,-0.503757691,-3.360945477,1.40983404,0.190045748,1.73665073,0.94714975
1,-0.51566566,-3.373703608,1.492377706,-0.056318454,2.334304231,1.872795535
4,-0.497804443,-3.356733609,1.367273498,0.267602573,1.584534881,0.369172614
5,-0.509882099,-3.455113675,1.522675226,-0.10195715,1.69166977,0.590479859
5,-0.503998927,-3.437318451,1.468760239,0.047745177,1.297697444,0.219207064
5,-0.469824409,-3.445607324,1.439303042,0.098990995,1.353977548,-0.155373232
5,-0.473655927,-3.418802732,1.438281364,0.177381751,1.06869853,-0.207982794
5,-0.466164521,-3.435860078,1.45260558,0.059211155,1.444049082,-0.01010985
5,-0.526571344,-3.246549987,1.194930408,0.807128561,1.725358919,-0.180424409
5,-0.520816781,-3.316852666,1.300882723,0.528111646,1.663682217,0.025478141
3,-0.582484553,-3.238275589,1.306859266,0.578733047,2.026249815,1.218005482
5,-0.551073259,-3.294188184,1.318999216,0.484506885,1.607708574,0.427774861
5,-0.5123151,-3.404358998,1.424476083,0.214357384,1.700506124,0.191940024
1,-0.544790748,-3.386272686,1.513002331,0.095078072,1.742663313,1.530009441
2,-0.523735167,-3.40456493,1.512940074,0.118633711,1.794797332,1.102370157
5,-0.514721005,-3.385668315,1.399775928,0.307563077,1.408768011,0.081828011
5,-0.507924934,-3.385483362,1.39268778,0.221163228,1.716948227,0.252925659
5,-0.494953936,-3.391101466,1.390297471,0.273010481,1.602296722,-0.037569867
5,-0.503131347,-3.377775003,1.386675375,0.295152163,1.49425447,0.084654264
5,-0.481891096,-3.379818064,1.335737857,0.337700415,1.532368496,-0.295133045
5,-0.520710568,-3.453845645,1.523124174,-0.100246245,1.647475431,0.721498261
1,-0.493339538,-3.372101267,1.428910082,0.119422276,1.979287651,1.251047921
5,-0.50683186,-3.437970376,1.471931692,0.000779163,1.41942796,0.362472442
1,-0.525513582,-3.448205249,1.605359,-0.154553579,1.637907619,1.673786681
5,-0.532468355,-3.250086139,1.212491856,0.820470917,1.653527345,-0.227015621
2,-0.529389685,-3.42917636,1.59983726,-0.218706484,1.807184933,1.850778608
1,-0.500172542,-3.516781776,1.667861479,-0.45144036,1.730063283,1.775975725
5,-0.517768924,-3.324008738,1.303902866,0.542469736,1.631380403,-0.091467198
2,-0.582118108,-3.332704241,1.520977102,0.104186076,2.348411185,1.751141704
5,-0.492845243,-3.302574692,1.23786844,0.644129323,1.474609954,-0.455765686
5,-0.508147722,-3.399060466,1.415123649,0.334731825,1.351584186,-0.101863361
5,-0.471474734,-3.384266076,1.36636587,0.319797324,1.594046629,-0.229887967
1,-0.550952121,-3.385618781,1.530592723,0.005252266,1.954287105,1.854921705
1,-0.531835852,-3.398456798,1.513381025,-0.002917601,2.111020699,1.714260168
1,-0.536800199,-3.381106495,1.480843574,0.091762555,1.815813351,1.510292571
1,-0.522515202,-3.383138575,1.481851019,0.027125147,2.08343069,1.616670225
5,-0.48093382,-3.363030324,1.317994356,0.395247273,1.343553323,-0.323925284
5,-0.488297132,-3.462656139,1.498862417,0.084994922,1.244380709,-0.064486514
1,-0.510815801,-3.371902278,1.485511496,0.029634639,2.116022546,1.679883374
5,-0.459785839,-3.445421327,1.415759049,0.133335161,1.320269624,-0.337934048
1,-0.525361901,-3.44881623,1.61227985,-0.193900013,1.743772863,1.813898621
1,-0.552078188,-3.433849545,1.618214204,-0.285548571,1.866847393,2.267453955
5,-0.467407264,-3.508503826,1.517042198,-0.053618746,0.902231092,-0.275523843
2,-0.496154751,-3.42444173,1.50992469,-0.154170665,1.851643243,1.42129757
2,-0.586960314,-3.243200134,1.358914141,0.397467052,2.470378594,2.01811931
1,-0.550687798,-3.243172408,1.320170948,0.621235589,2.008401693,1.283331068
1,-0.555432281,-3.227410924,1.28761558,0.585999098,2.081453863,1.424201745
5,-0.534520685,-3.325003875,1.297618719,0.57705516,1.469578776,-0.118426617
5,-0.553694715,-3.371290092,1.443946411,0.226408789,1.414544197,0.579560851
1,-0.530133743,-3.335142731,1.402566729,0.361402158,1.976660516,1.208512198
1,-0.60570083,-3.373510249,1.618141171,-0.269778025,2.446633165,3.11869029
5,-0.525788529,-3.392882741,1.42253948,0.206460069,1.636273541,0.371694173
1,-0.555914537,-3.385125807,1.52912759,0.004530081,1.954417876,1.931814567
5,-0.514391044,-3.390001058,1.407502473,0.268915443,1.503995545,0.117167494
4,-0.533378319,-3.398605616,1.483871979,0.071964274,1.942019907,0.964578259
1,-0.52045875,-3.391954276,1.482060301,0.13678154,1.74915383,1.253172429
5,-0.509805069,-3.382194408,1.388772989,0.326020395,1.378874103,0.020495905
5,-0.511264178,-3.397115822,1.424422126,0.189702683,1.751485377,0.290306163
5,-0.487547732,-3.393476124,1.370097597,0.317214138,1.521075676,-0.19217808
1,-0.53422192,-3.381461778,1.496623844,0.026673619,2.005187578,1.722467982
5,-0.493245827,-3.385626001,1.370458432,0.243215316,1.724992402,0.077159279
5,-0.479577999,-3.373612093,1.354985613,0.425199902,1.228331132,-0.377826676
5,-0.519206009,-3.374345644,1.469395117,0.047928061,2.05029788,0.522394163
5,-0.479462948,-3.37896814,1.353295462,0.281345376,1.681864017,-0.035539085
5,-0.470763298,-3.383430347,1.374867276,0.275147875,1.713483212,-0.023793299
4,-0.529290251,-3.435258459,1.544305836,-0.186547135,1.802203195,1.282783205
3,-0.473045234,-3.375361243,1.353550279,0.268902073,1.728573147,0.325658707
5,-0.488932591,-3.43581545,1.479183192,0.04424708,1.362816708,0.241792761
5,-0.462887274,-3.451680648,1.427917732,0.058623012,1.528072512,-0.12334402
5,-0.454643407,-3.443719231,1.425227352,0.062132786,1.530216842,-0.112907628
5,-0.552920446,-3.314722241,1.336629775,0.518752919,1.480111223,0.259019418
1,-0.510013699,-3.446898168,1.617687194,-0.46452948,2.609202998,2.477386303
5,-0.540764285,-3.303060556,1.292857608,0.516992749,1.583651584,0.245173225
5,-0.500883215,-3.316003087,1.282125905,0.507652628,1.818058165,-0.061269992
5,-0.535370489,-3.30000051,1.370087065,0.380025281,1.90742377,0.202865258
5,-0.525302214,-3.299904933,1.321272021,0.42566572,1.888220399,0.457042889
5,-0.513373972,-3.405827117,1.438839122,0.234137304,1.600554076,0.146902595
1,-0.577871664,-3.300754838,1.523919192,-0.035329568,2.760249839,2.482617866
1,-0.504218886,-3.303085644,1.325196493,0.472311384,1.812785015,0.871319428
5,-0.525438325,-3.398407798,1.469857709,0.044897006,2.102386475,0.912481738
2,-0.529205187,-3.377334984,1.457473804,0.154116936,1.702435317,1.152048303
5,-0.495751723,-3.390473552,1.38817316,0.333496574,1.415813689,-0.15872293
5,-0.52605714,-3.37402361,1.402455056,0.216357796,1.59798514,0.394405249
5,-0.511411104,-3.370813254,1.402967221,0.29096462,1.456901853,0.183338335
5,-0.496673047,-3.371748537,1.36293138,0.24878946,1.699788911,0.197250746
1,-0.497384692,-3.385639495,1.446147724,0.056503579,2.151589581,1.372654774
1,-0.489995013,-3.385084121,1.474725501,0.090089619,2.032942956,1.318294694
5,-0.486687615,-3.447511009,1.436513838,0.207590214,0.933577519,-0.391401488
1,-0.511520086,-3.436855784,1.559162193,-0.212938406,1.88540314,1.765931833
5,-0.50390762,-3.442634921,1.508704222,-0.089106616,1.682808315,0.60179866
5,-0.542749822,-3.323282532,1.342322682,0.537031105,1.492663362,0.110080297
1,-0.508058104,-3.43850067,1.565901179,-0.197882926,1.863470874,1.729008802
5,-0.490096152,-3.314911514,1.237790496,0.603555642,1.616031756,-0.411795877
1,-0.570911466,-3.327803255,1.47559057,0.056591942,2.618075462,2.373888125
1,-0.569183238,-3.286311977,1.411119581,0.203023568,2.215766061,2.10450144
5,-0.507661102,-3.300941817,1.268092743,0.583895026,1.565024783,-0.112149012
5,-0.515313864,-3.301736948,1.279290955,0.48263201,1.841083079,0.206620968
5,-0.492357562,-3.310051261,1.273163862,0.586417263,1.632531023,-0.27140934
5,-0.50173513,-3.379372286,1.369180178,0.318013309,1.453586919,-0.003294512
5,-0.475691528,-3.369497945,1.319708287,0.383181091,1.413081692,-0.362202404
1,-0.528058125,-3.375305513,1.486354083,0.027972645,2.018770103,1.715008729
5,-0.475338272,-3.455403007,1.464319517,-0.023234525,1.665658521,0.150040575
1,-0.51848306,-3.452315637,1.600692137,-0.139207915,1.610477506,1.595548503
1,-0.525224151,-3.464338415,1.613923707,-0.305103004,2.081703356,1.965426163
2,-0.488392231,-3.464321571,1.534016924,-0.077759085,1.682340298,0.923407896
4,-0.502877283,-3.440539696,1.490516547,-0.02718314,1.500832236,0.531988985
5,-0.51630572,-3.404929939,1.453282956,0.048012085,1.227890353,0.504663609
5,-0.455853371,-3.43058246,1.37444781,0.260599537,0.989764477,-0.641316772
5,-0.532986246,-3.241926801,1.20801572,0.742420181,1.877515404,0.069810574
5,-0.512738883,-3.2394842,1.16618427,0.881556145,1.599835085,-0.455685231
5,-0.563065441,-3.316389932,1.349304358,0.420041727,1.731242739,0.579627937
4,-0.547853756,-3.262998883,1.264950191,0.655022388,2.035937245,0.454027088
3,-0.572532121,-3.323086926,1.410182559,0.306772903,1.961367716,1.315070362
5,-0.538528414,-3.327743761,1.335353734,0.469508785,1.72729028,0.218150156
5,-0.568961349,-3.308383324,1.357013815,0.394591686,1.784235788,0.738331518
5,-0.523408086,-3.314889766,1.32120361,0.56733045,1.498161109,-0.025005626
4,-0.522453623,-3.351503753,1.391374346,0.307002968,2.24836724,0.737818703
5,-0.497210932,-3.317991061,1.2667157,0.648665789,1.441569324,-0.432233588
5,-0.49765588,-3.319046104,1.309688664,0.519202751,1.768109669,-0.107582271
5,-0.514066327,-3.392368731,1.39008698,0.303503993,1.447614796,0.036494681
1,-0.527563538,-3.396421209,1.497874078,0.119338891,1.765333751,1.367234953
5,-0.498921101,-3.384382333,1.369322198,0.354036973,1.377617537,-0.196732884
1,-0.535557362,-3.405113024,1.548818845,-0.090058162,2.325203103,2.022898889
5,-0.487625046,-3.386904883,1.382309326,0.341831911,1.454082978,-0.154278952
5,-0.476965624,-3.387780981,1.384901842,0.290386193,1.651255115,-0.121590064
2,-0.527077585,-3.370402754,1.45449323,0.060203857,1.985760818,1.46480897
1,-0.518383944,-3.408449134,1.567853568,-0.236360281,2.822729184,2.332930619
5,-0.504854743,-3.354823076,1.344790075,0.329170566,1.428025008,0.12029614
5,-0.478686623,-3.372393855,1.330823115,0.343542396,1.524049213,-0.205275886
5,-0.512089341,-3.354487452,1.41024886,0.262608564,1.477092143,-0.034988
5,-0.478630613,-3.443470576,1.410178915,0.230200637,0.951426484,-0.503350809
2,-0.509836013,-3.357927932,1.451716698,0.129055829,1.834102893,1.329544128
1,-0.527031686,-3.45428422,1.631873015,-0.262259002,1.918580952,1.958052
5,-0.507120174,-3.435000722,1.47156888,0.029204044,1.356838089,0.338633061
5,-0.487681393,-3.452440123,1.474058562,0.006416074,1.522053125,0.17007493
4,-0.47792625,-3.456901075,1.50017366,0.035191647,1.435085056,0.261604339
5,-0.481128734,-3.442466204,1.439622653,0.03692917,1.48164977,0.12660397
1,-0.508072383,-3.442052367,1.560238914,-0.2018701,1.897048161,1.730093888
5,-0.476022306,-3.440550385,1.433579203,0.091175118,1.326227755,-0.080517789
5,-0.519365656,-3.243320688,1.180748666,0.838048643,1.694059726,-0.262802745
2,-0.474616532,-3.44183316,1.523793071,-0.119690026,1.849219253,1.158488987
1,-0.549206923,-3.234429054,1.303223564,0.627297284,1.989958649,1.326105308
5,-0.541639156,-3.355020575,1.396417558,0.308533109,2.147580964,0.578815486
5,-0.510956339,-3.397180958,1.403206145,0.280317616,1.506286707,0.060949457
1,-0.580793701,-3.306408261,1.460862128,0.178275059,2.207990383,2.204420278
1,-0.528690995,-3.305494414,1.403981428,0.281864735,2.188606,1.582090482
5,-0.522257098,-3.383386961,1.398803177,0.261033398,1.495373442,0.261431719
5,-0.496400598,-3.38898761,1.342924016,0.403411092,1.261496631,-0.377788928
5,-0.50484087,-3.390504628,1.387486045,0.285707509,1.517602793,0.036286758
5,-0.488745597,-3.385281783,1.370515149,0.284983924,1.618463078,-0.050286801
1,-0.537864949,-3.441396759,1.649105957,-0.510009824,3.510817909,3.088180139
2,-0.48588241,-3.382321273,1.389933347,0.28216966,1.582003028,0.492248644
5,-0.487107317,-3.467569032,1.472441376,0.057842937,1.396153886,-0.021604642
5,-0.54014396,-3.430605585,1.51013935,-0.047899538,1.383386887,0.770324854
5,-0.516457174,-3.433392594,1.463460312,0.108432562,1.065356076,0.144959388
5,-0.49322341,-3.449784436,1.464855835,0.059956821,1.325910808,-0.012495005
1,-0.50301506,-3.4660843,1.589439306,-0.131371075,1.688804475,1.397710092
1,-0.510875943,-3.455801783,1.579120349,-0.164465616,1.749058931,1.573858039
5,-0.464911801,-3.453708063,1.438660354,0.076843513,1.447360315,-0.124246273
5,-0.471624078,-3.511968997,1.55256256,-0.058527321,0.865039495,-0.181489016
1,-0.483100126,-3.43307109,1.522257168,-0.177044648,1.973538129,1.561894473
5,-0.527546486,-3.254622725,1.210209447,0.767492523,1.847032994,-0.156350903
5,-0.548586076,-3.320581693,1.317101048,0.536155738,1.484366708,0.121679465
5,-0.538247328,-3.337366946,1.34314193,0.442839163,1.798670626,0.207079534
5,-0.502422813,-3.315637752,1.281442601,0.585591233,1.586897069,-0.185698607
2,-0.561840539,-3.305795924,1.478413239,0.066084646,2.581232151,1.891573687
2,-0.508600971,-3.308586682,1.359677901,0.430292978,1.890090606,0.843959519
5,-0.532214919,-3.395556012,1.425043904,0.163030281,1.759680926,0.517270725
1,-0.520443971,-3.2956436,1.344649564,0.405420756,1.889274611,1.215860269
5,-0.50168847,-3.386642791,1.372658363,0.347324963,1.363021013,-0.189120275
5,-0.520686715,-3.366066048,1.387576658,0.297910448,1.386259837,0.266811005
5,-0.516571608,-3.371615939,1.37499202,0.267513978,1.527428009,0.229820274
5,-0.495226938,-3.381237819,1.35804266,0.348436578,1.398159375,-0.219323367
5,-0.499162425,-3.384467838,1.369901343,0.285923347,1.562245999,0.041890574
5,-0.474946874,-3.385289521,1.331222084,0.348128593,1.550464148,-0.314499376
5,-0.48387759,-3.368224878,1.329922756,0.345376385,1.493206643,-0.200499543
1,-0.49975186,-3.375175746,1.435887009,0.165609682,1.804824044,1.138762676
5,-0.492859587,-3.455417843,1.498490001,0.069857536,1.270446879,0.077041083
1,-0.48594906,-3.378779704,1.416345164,0.147766269,1.952680178,1.137197337
1,-0.496986415,-3.462395146,1.549348952,-0.059501905,1.557482453,1.128394584
2,-0.530035233,-3.450612282,1.603050501,-0.203032768,1.764913302,1.721182168
