rating,day_of_week,week_of_year,hour,month,yrs_to_review,lenDevResp,lenTitle,lenReview,ratings_per_yr_in_exist,app_rank_in_cat_per_yr_in_exist,BBB_complaints_per_yr_in_exist,BBB_complaints_per_BBB_review,len_review_per_len_title,Dev_resp_per_yr,DevLen_per_ReviewLen,ReviewLen_by_time_of_day,ReviewLen_by_day_of_week
3,1,5,7,2,7,0,12,807,60900.0,0.0,35.0,3.0,67.0,0.0,0.0,115.0,807.0
5,7,45,11,11,6,0,5,683,71050.0,0.0,41.0,3.0,137.0,0.0,0.0,62.0,98.0
1,3,44,22,10,5,0,38,1350,85260.0,1.0,50.0,3.0,36.0,0.0,0.0,61.0,450.0
5,2,19,17,5,6,0,13,630,71050.0,0.0,41.0,3.0,48.0,0.0,0.0,37.0,315.0
5,4,46,0,11,6,0,18,685,71050.0,0.0,41.0,3.0,38.0,0.0,0.0,inf,171.0
5,2,1,0,12,5,0,40,636,85260.0,1.0,50.0,3.0,16.0,0.0,0.0,inf,318.0
5,6,50,2,12,6,0,24,623,71050.0,0.0,41.0,3.0,26.0,0.0,0.0,312.0,104.0
2,1,9,22,3,7,0,6,815,60900.0,0.0,35.0,3.0,136.0,0.0,0.0,37.0,815.0
5,4,1,16,1,6,0,8,645,71050.0,0.0,41.0,3.0,81.0,0.0,0.0,40.0,161.0
5,4,19,21,5,5,0,8,657,85260.0,1.0,50.0,3.0,82.0,0.0,0.0,31.0,164.0
5,3,10,13,3,6,0,15,639,71050.0,0.0,41.0,3.0,43.0,0.0,0.0,49.0,213.0
5,7,8,6,2,5,0,21,605,85260.0,1.0,50.0,3.0,29.0,0.0,0.0,101.0,86.0
1,6,48,18,11,5,0,32,821,85260.0,1.0,50.0,3.0,26.0,0.0,0.0,46.0,137.0
5,1,11,13,3,7,0,33,647,60900.0,0.0,35.0,3.0,20.0,0.0,0.0,50.0,647.0
3,6,34,5,8,5,0,22,733,85260.0,1.0,50.0,3.0,33.0,0.0,0.0,147.0,122.0
5,5,2,3,1,7,0,23,627,60900.0,0.0,35.0,3.0,27.0,0.0,0.0,209.0,125.0
5,2,53,11,12,6,0,15,633,71050.0,0.0,41.0,3.0,42.0,0.0,0.0,58.0,316.0
5,7,40,12,10,6,0,32,583,71050.0,0.0,41.0,3.0,18.0,0.0,0.0,49.0,83.0
4,4,46,3,11,6,0,18,687,71050.0,0.0,41.0,3.0,38.0,0.0,0.0,229.0,172.0
5,5,28,13,7,6,0,14,659,71050.0,0.0,41.0,3.0,47.0,0.0,0.0,51.0,132.0
5,5,7,8,2,5,0,26,643,85260.0,1.0,50.0,3.0,25.0,0.0,0.0,80.0,129.0
1,4,26,4,6,6,0,7,846,71050.0,0.0,41.0,3.0,121.0,0.0,0.0,212.0,212.0
5,5,2,14,1,7,0,32,603,60900.0,0.0,35.0,3.0,19.0,0.0,0.0,43.0,121.0
5,7,18,1,5,6,0,16,642,71050.0,0.0,41.0,3.0,40.0,0.0,0.0,642.0,92.0
1,4,49,13,12,6,0,22,854,71050.0,0.0,41.0,3.0,39.0,0.0,0.0,66.0,214.0
5,1,7,3,2,5,0,1,651,85260.0,1.0,50.0,3.0,651.0,0.0,0.0,217.0,651.0
4,1,7,23,2,6,0,8,648,71050.0,0.0,41.0,3.0,81.0,0.0,0.0,28.0,648.0
5,4,6,22,2,7,0,45,575,60900.0,0.0,35.0,3.0,13.0,0.0,0.0,26.0,144.0
5,7,38,20,9,6,0,44,599,71050.0,0.0,41.0,3.0,14.0,0.0,0.0,30.0,86.0
5,4,35,21,8,6,0,8,613,71050.0,0.0,41.0,3.0,77.0,0.0,0.0,29.0,153.0
4,5,36,22,9,6,0,31,665,71050.0,0.0,41.0,3.0,21.0,0.0,0.0,30.0,133.0
5,1,40,17,9,5,0,10,642,85260.0,1.0,50.0,3.0,64.0,0.0,0.0,38.0,642.0
5,5,23,11,6,6,0,26,587,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,53.0,117.0
5,3,41,15,10,6,0,10,596,71050.0,0.0,41.0,3.0,60.0,0.0,0.0,40.0,199.0
5,4,39,23,9,5,0,19,610,85260.0,1.0,50.0,3.0,32.0,0.0,0.0,27.0,152.0
5,3,47,0,11,4,0,10,669,106575.0,1.0,62.0,3.0,67.0,0.0,0.0,inf,223.0
5,7,4,22,1,7,0,14,582,60900.0,0.0,35.0,3.0,42.0,0.0,0.0,26.0,83.0
1,3,53,7,12,6,0,18,795,71050.0,0.0,41.0,3.0,44.0,0.0,0.0,114.0,265.0
1,2,23,22,6,6,0,25,822,71050.0,0.0,41.0,3.0,33.0,0.0,0.0,37.0,411.0
5,5,4,23,1,7,0,9,579,60900.0,0.0,35.0,3.0,64.0,0.0,0.0,25.0,116.0
5,1,38,19,9,6,0,27,595,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,31.0,595.0
2,1,53,20,12,6,0,25,729,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,36.0,729.0
5,6,22,20,5,6,0,15,575,71050.0,0.0,41.0,3.0,38.0,0.0,0.0,29.0,96.0
5,1,52,17,12,6,0,27,606,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,36.0,606.0
5,6,28,19,7,6,0,34,520,71050.0,0.0,41.0,3.0,15.0,0.0,0.0,27.0,87.0
5,4,18,14,4,6,0,43,526,71050.0,0.0,41.0,3.0,12.0,0.0,0.0,38.0,132.0
2,3,19,13,5,5,0,3,743,85260.0,1.0,50.0,3.0,248.0,0.0,0.0,57.0,248.0
5,2,43,5,10,5,0,15,592,85260.0,1.0,50.0,3.0,39.0,0.0,0.0,118.0,296.0
5,3,3,20,1,7,0,11,566,60900.0,0.0,35.0,3.0,51.0,0.0,0.0,28.0,189.0
5,7,53,15,1,7,0,15,590,60900.0,0.0,35.0,3.0,39.0,0.0,0.0,39.0,84.0
5,3,2,7,1,5,0,7,668,85260.0,1.0,50.0,3.0,95.0,0.0,0.0,95.0,223.0
5,1,8,14,2,7,0,7,545,60900.0,0.0,35.0,3.0,78.0,0.0,0.0,39.0,545.0
5,4,2,2,1,7,0,16,991,60900.0,0.0,35.0,3.0,62.0,0.0,0.0,496.0,248.0
5,7,1,5,1,7,0,19,626,60900.0,0.0,35.0,3.0,33.0,0.0,0.0,125.0,89.0
5,5,41,6,10,6,0,14,596,71050.0,0.0,41.0,3.0,43.0,0.0,0.0,99.0,119.0
1,2,1,15,1,7,0,32,827,60900.0,0.0,35.0,3.0,26.0,0.0,0.0,55.0,414.0
5,4,11,10,3,5,0,32,590,85260.0,1.0,50.0,3.0,18.0,0.0,0.0,59.0,148.0
5,7,5,4,2,7,0,18,574,60900.0,0.0,35.0,3.0,32.0,0.0,0.0,144.0,82.0
5,6,35,1,8,6,0,19,568,71050.0,0.0,41.0,3.0,30.0,0.0,0.0,568.0,95.0
5,2,47,4,11,5,0,9,605,85260.0,1.0,50.0,3.0,67.0,0.0,0.0,151.0,302.0
5,1,45,3,11,5,0,14,617,85260.0,1.0,50.0,3.0,44.0,0.0,0.0,206.0,617.0
5,7,10,17,3,5,0,19,568,85260.0,1.0,50.0,3.0,30.0,0.0,0.0,33.0,81.0
5,2,50,15,12,6,0,32,532,71050.0,0.0,41.0,3.0,17.0,0.0,0.0,35.0,266.0
5,5,7,15,2,7,0,54,538,60900.0,0.0,35.0,3.0,10.0,0.0,0.0,36.0,108.0
3,7,28,15,7,6,0,20,668,71050.0,0.0,41.0,3.0,33.0,0.0,0.0,45.0,95.0
5,4,41,13,10,5,0,22,596,85260.0,1.0,50.0,3.0,27.0,0.0,0.0,46.0,149.0
5,1,6,18,2,7,0,13,534,60900.0,0.0,35.0,3.0,41.0,0.0,0.0,30.0,534.0
4,4,44,0,10,6,0,29,594,71050.0,0.0,41.0,3.0,20.0,0.0,0.0,inf,148.0
5,7,41,7,10,6,0,18,544,71050.0,0.0,41.0,3.0,30.0,0.0,0.0,78.0,78.0
5,2,27,16,6,6,0,21,634,71050.0,0.0,41.0,3.0,30.0,0.0,0.0,40.0,317.0
5,2,2,9,1,5,0,18,566,85260.0,1.0,50.0,3.0,31.0,0.0,0.0,63.0,283.0
5,1,49,23,11,6,0,25,539,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,23.0,539.0
5,5,46,15,11,6,0,43,517,71050.0,0.0,41.0,3.0,12.0,0.0,0.0,34.0,103.0
5,1,35,19,8,6,0,9,558,71050.0,0.0,41.0,3.0,62.0,0.0,0.0,29.0,558.0
5,4,6,22,2,5,0,15,551,85260.0,1.0,50.0,3.0,37.0,0.0,0.0,25.0,138.0
5,3,40,4,9,6,0,23,518,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,130.0,173.0
4,2,49,15,12,6,0,17,615,71050.0,0.0,41.0,3.0,36.0,0.0,0.0,41.0,308.0
5,4,27,22,7,6,0,37,534,71050.0,0.0,41.0,3.0,14.0,0.0,0.0,24.0,134.0
5,1,52,15,12,4,0,20,617,106575.0,1.0,62.0,3.0,31.0,0.0,0.0,41.0,617.0
5,5,9,16,3,7,0,16,501,60900.0,0.0,35.0,3.0,31.0,0.0,0.0,31.0,100.0
5,6,6,5,2,7,0,27,539,60900.0,0.0,35.0,3.0,20.0,0.0,0.0,108.0,90.0
5,7,46,14,11,6,0,13,567,71050.0,0.0,41.0,3.0,44.0,0.0,0.0,40.0,81.0
5,4,16,0,4,6,0,5,548,71050.0,0.0,41.0,3.0,110.0,0.0,0.0,inf,137.0
4,4,43,5,10,6,0,26,605,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,121.0,151.0
1,1,18,17,4,6,0,26,771,71050.0,0.0,41.0,3.0,30.0,0.0,0.0,45.0,771.0
5,7,4,4,1,7,0,8,571,60900.0,0.0,35.0,3.0,71.0,0.0,0.0,143.0,82.0
5,6,5,22,2,7,0,55,499,60900.0,0.0,35.0,3.0,9.0,0.0,0.0,23.0,83.0
1,2,51,1,12,5,0,8,845,85260.0,1.0,50.0,3.0,106.0,0.0,0.0,845.0,422.0
5,4,45,8,11,5,0,55,502,85260.0,1.0,50.0,3.0,9.0,0.0,0.0,63.0,126.0
5,3,53,6,12,6,0,13,582,71050.0,0.0,41.0,3.0,45.0,0.0,0.0,97.0,194.0
5,6,36,21,9,6,0,24,540,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,26.0,90.0
2,3,37,12,9,6,0,26,763,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,64.0,254.0
5,3,23,17,6,6,0,22,527,71050.0,0.0,41.0,3.0,24.0,0.0,0.0,31.0,176.0
5,7,26,17,6,5,0,12,590,85260.0,1.0,50.0,3.0,49.0,0.0,0.0,35.0,84.0
5,6,40,12,10,6,0,8,550,71050.0,0.0,41.0,3.0,69.0,0.0,0.0,46.0,92.0
5,1,6,18,2,7,0,22,562,60900.0,0.0,35.0,3.0,26.0,0.0,0.0,31.0,562.0
5,5,27,20,7,6,0,7,528,71050.0,0.0,41.0,3.0,75.0,0.0,0.0,26.0,106.0
4,1,49,19,11,6,0,33,542,71050.0,0.0,41.0,3.0,16.0,0.0,0.0,29.0,542.0
5,4,4,13,1,6,0,24,533,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,41.0,133.0
5,1,5,4,1,5,0,7,526,85260.0,1.0,50.0,3.0,75.0,0.0,0.0,132.0,526.0
5,6,4,19,1,5,0,7,534,85260.0,1.0,50.0,3.0,76.0,0.0,0.0,28.0,89.0
5,4,6,6,2,7,0,13,546,60900.0,0.0,35.0,3.0,42.0,0.0,0.0,91.0,136.0
5,7,37,16,9,6,0,47,503,71050.0,0.0,41.0,3.0,11.0,0.0,0.0,31.0,72.0
5,1,29,16,7,6,0,16,470,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,29.0,470.0
5,2,13,3,3,5,0,14,525,85260.0,1.0,50.0,3.0,38.0,0.0,0.0,175.0,262.0
3,6,50,2,12,5,0,39,598,85260.0,1.0,50.0,3.0,15.0,0.0,0.0,299.0,100.0
3,2,32,14,8,5,0,12,666,85260.0,1.0,50.0,3.0,56.0,0.0,0.0,48.0,333.0
5,5,7,20,2,6,0,15,540,71050.0,0.0,41.0,3.0,36.0,0.0,0.0,27.0,108.0
5,4,48,18,11,4,0,17,596,106575.0,1.0,62.0,3.0,35.0,0.0,0.0,33.0,149.0
5,4,3,21,1,7,0,18,484,60900.0,0.0,35.0,3.0,27.0,0.0,0.0,23.0,121.0
5,3,3,15,1,7,0,15,535,60900.0,0.0,35.0,3.0,36.0,0.0,0.0,36.0,178.0
5,6,1,14,1,7,0,21,526,60900.0,0.0,35.0,3.0,25.0,0.0,0.0,38.0,88.0
5,3,43,1,10,5,0,10,502,85260.0,1.0,50.0,3.0,50.0,0.0,0.0,502.0,167.0
5,7,39,19,9,5,0,20,522,85260.0,1.0,50.0,3.0,26.0,0.0,0.0,27.0,75.0
5,6,50,21,12,6,0,26,532,71050.0,0.0,41.0,3.0,20.0,0.0,0.0,25.0,89.0
5,6,46,20,11,6,0,13,533,71050.0,0.0,41.0,3.0,41.0,0.0,0.0,27.0,89.0
5,2,35,3,8,6,0,34,478,71050.0,0.0,41.0,3.0,14.0,0.0,0.0,159.0,239.0
5,1,8,12,2,6,0,62,462,71050.0,0.0,41.0,3.0,7.0,0.0,0.0,38.0,462.0
5,5,53,5,1,7,0,6,478,60900.0,0.0,35.0,3.0,80.0,0.0,0.0,96.0,96.0
5,4,49,16,12,6,0,15,505,71050.0,0.0,41.0,3.0,34.0,0.0,0.0,32.0,126.0
5,4,2,23,1,6,0,13,505,71050.0,0.0,41.0,3.0,39.0,0.0,0.0,22.0,126.0
5,7,6,13,2,7,0,40,424,60900.0,0.0,35.0,3.0,11.0,0.0,0.0,33.0,61.0
3,4,5,18,1,5,0,8,608,85260.0,1.0,50.0,3.0,76.0,0.0,0.0,34.0,152.0
5,7,23,13,6,6,0,7,481,71050.0,0.0,41.0,3.0,69.0,0.0,0.0,37.0,69.0
5,4,42,20,10,5,0,19,489,85260.0,1.0,50.0,3.0,26.0,0.0,0.0,24.0,122.0
1,7,4,22,1,6,558,8,765,71050.0,0.0,41.0,3.0,96.0,93.0,1.0,35.0,109.0
5,4,38,20,9,5,0,11,472,85260.0,1.0,50.0,3.0,43.0,0.0,0.0,24.0,118.0
5,1,26,0,6,5,0,32,497,85260.0,1.0,50.0,3.0,16.0,0.0,0.0,inf,497.0
5,3,11,2,3,5,0,7,485,85260.0,1.0,50.0,3.0,69.0,0.0,0.0,242.0,162.0
5,5,49,16,12,6,0,20,488,71050.0,0.0,41.0,3.0,24.0,0.0,0.0,30.0,98.0
5,1,9,14,2,6,0,10,491,71050.0,0.0,41.0,3.0,49.0,0.0,0.0,35.0,491.0
5,5,46,19,11,5,0,32,419,85260.0,1.0,50.0,3.0,13.0,0.0,0.0,22.0,84.0
5,4,24,21,6,5,0,10,523,85260.0,1.0,50.0,3.0,52.0,0.0,0.0,25.0,131.0
5,3,16,21,4,5,0,26,534,85260.0,1.0,50.0,3.0,21.0,0.0,0.0,25.0,178.0
5,2,19,13,5,7,0,31,464,60900.0,0.0,35.0,3.0,15.0,0.0,0.0,36.0,232.0
5,6,41,3,10,6,0,19,542,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,181.0,90.0
5,5,36,14,9,6,0,19,477,71050.0,0.0,41.0,3.0,25.0,0.0,0.0,34.0,95.0
5,4,32,20,8,6,0,32,453,71050.0,0.0,41.0,3.0,14.0,0.0,0.0,23.0,113.0
5,5,49,15,12,6,0,40,447,71050.0,0.0,41.0,3.0,11.0,0.0,0.0,30.0,89.0
1,3,23,5,6,6,0,26,722,71050.0,0.0,41.0,3.0,28.0,0.0,0.0,144.0,241.0
5,7,20,15,5,6,0,35,544,71050.0,0.0,41.0,3.0,16.0,0.0,0.0,36.0,78.0
5,7,14,23,4,7,0,14,487,60900.0,0.0,35.0,3.0,35.0,0.0,0.0,21.0,70.0
5,6,46,22,11,6,0,30,487,71050.0,0.0,41.0,3.0,16.0,0.0,0.0,22.0,81.0
5,5,45,14,11,6,0,21,490,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,35.0,98.0
5,3,44,19,10,6,0,18,520,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,27.0,173.0
5,3,44,13,10,5,0,34,466,85260.0,1.0,50.0,3.0,14.0,0.0,0.0,36.0,155.0
2,6,8,18,2,6,0,30,656,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,36.0,109.0
5,2,1,12,1,7,0,14,455,60900.0,0.0,35.0,3.0,32.0,0.0,0.0,38.0,228.0
5,4,43,17,10,6,0,11,864,71050.0,0.0,41.0,3.0,79.0,0.0,0.0,51.0,216.0
5,2,24,22,6,6,0,21,454,71050.0,0.0,41.0,3.0,22.0,0.0,0.0,21.0,227.0
5,1,7,5,2,7,0,45,844,60900.0,0.0,35.0,3.0,19.0,0.0,0.0,169.0,844.0
5,3,7,16,2,6,0,12,511,71050.0,0.0,41.0,3.0,43.0,0.0,0.0,32.0,170.0
4,7,38,18,9,6,0,6,560,71050.0,0.0,41.0,3.0,93.0,0.0,0.0,31.0,80.0
5,5,47,23,11,4,0,7,477,106575.0,1.0,62.0,3.0,68.0,0.0,0.0,21.0,95.0
5,7,10,22,3,7,0,14,457,60900.0,0.0,35.0,3.0,33.0,0.0,0.0,21.0,65.0
5,4,7,0,2,7,0,23,455,60900.0,0.0,35.0,3.0,20.0,0.0,0.0,inf,114.0
5,1,33,16,8,5,0,21,395,85260.0,1.0,50.0,3.0,19.0,0.0,0.0,25.0,395.0
4,1,41,13,10,6,0,7,526,71050.0,0.0,41.0,3.0,75.0,0.0,0.0,40.0,526.0
5,6,30,19,7,5,0,16,498,85260.0,1.0,50.0,3.0,31.0,0.0,0.0,26.0,83.0
5,3,12,16,3,6,0,27,446,71050.0,0.0,41.0,3.0,17.0,0.0,0.0,28.0,149.0
4,3,5,14,2,7,0,14,530,60900.0,0.0,35.0,3.0,38.0,0.0,0.0,38.0,177.0
1,7,24,19,6,6,0,19,676,71050.0,0.0,41.0,3.0,36.0,0.0,0.0,36.0,97.0
5,7,28,20,7,5,0,17,494,85260.0,1.0,50.0,3.0,29.0,0.0,0.0,25.0,71.0
5,6,5,21,2,7,0,16,437,60900.0,0.0,35.0,3.0,27.0,0.0,0.0,21.0,73.0
5,4,38,16,9,5,0,23,481,85260.0,1.0,50.0,3.0,21.0,0.0,0.0,30.0,120.0
5,4,43,0,10,6,0,11,452,71050.0,0.0,41.0,3.0,41.0,0.0,0.0,inf,113.0
2,4,12,2,3,7,0,19,600,60900.0,0.0,35.0,3.0,32.0,0.0,0.0,300.0,150.0
5,7,41,15,10,6,0,10,452,71050.0,0.0,41.0,3.0,45.0,0.0,0.0,30.0,65.0
5,6,5,6,2,6,0,41,439,71050.0,0.0,41.0,3.0,11.0,0.0,0.0,73.0,73.0
5,6,20,18,5,5,0,13,486,85260.0,1.0,50.0,3.0,37.0,0.0,0.0,27.0,81.0
5,1,18,18,4,6,0,14,450,71050.0,0.0,41.0,3.0,32.0,0.0,0.0,25.0,450.0
5,3,51,4,12,6,0,7,460,71050.0,0.0,41.0,3.0,66.0,0.0,0.0,115.0,153.0
3,7,7,3,2,7,0,16,558,60900.0,0.0,35.0,3.0,35.0,0.0,0.0,186.0,80.0
5,5,34,14,8,6,0,11,507,71050.0,0.0,41.0,3.0,46.0,0.0,0.0,36.0,101.0
5,7,31,13,8,6,0,10,453,71050.0,0.0,41.0,3.0,45.0,0.0,0.0,35.0,65.0
5,3,29,4,7,6,0,39,412,71050.0,0.0,41.0,3.0,11.0,0.0,0.0,103.0,137.0
5,3,23,11,6,5,0,9,533,85260.0,1.0,50.0,3.0,59.0,0.0,0.0,48.0,178.0
5,5,15,20,4,5,0,15,438,85260.0,1.0,50.0,3.0,29.0,0.0,0.0,22.0,88.0
5,6,48,0,12,4,0,56,515,106575.0,1.0,62.0,3.0,9.0,0.0,0.0,inf,86.0
5,3,6,17,2,7,0,13,438,60900.0,0.0,35.0,3.0,34.0,0.0,0.0,26.0,146.0
5,3,6,16,2,7,0,8,451,60900.0,0.0,35.0,3.0,56.0,0.0,0.0,28.0,150.0
5,6,51,22,12,6,0,35,446,71050.0,0.0,41.0,3.0,13.0,0.0,0.0,20.0,74.0
5,7,47,17,11,6,0,7,381,71050.0,0.0,41.0,3.0,54.0,0.0,0.0,22.0,54.0
5,4,42,17,10,6,0,25,801,71050.0,0.0,41.0,3.0,32.0,0.0,0.0,47.0,200.0
5,4,37,2,9,6,0,11,560,71050.0,0.0,41.0,3.0,51.0,0.0,0.0,280.0,140.0
5,5,37,16,9,5,0,13,516,85260.0,1.0,50.0,3.0,40.0,0.0,0.0,32.0,103.0
5,2,8,21,2,5,0,16,455,85260.0,1.0,50.0,3.0,28.0,0.0,0.0,22.0,228.0
5,5,47,2,11,6,0,23,405,71050.0,0.0,41.0,3.0,18.0,0.0,0.0,202.0,81.0
5,3,42,17,10,6,0,26,392,71050.0,0.0,41.0,3.0,15.0,0.0,0.0,23.0,131.0
5,2,49,5,12,5,0,28,423,85260.0,1.0,50.0,3.0,15.0,0.0,0.0,85.0,212.0
5,4,44,15,10,6,0,14,429,71050.0,0.0,41.0,3.0,31.0,0.0,0.0,29.0,107.0
5,4,33,6,8,6,0,12,491,71050.0,0.0,41.0,3.0,41.0,0.0,0.0,82.0,123.0
5,5,18,20,5,6,0,19,432,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,22.0,86.0
5,5,46,1,11,5,0,28,438,85260.0,1.0,50.0,3.0,16.0,0.0,0.0,438.0,88.0
5,5,43,10,10,5,0,10,481,85260.0,1.0,50.0,3.0,48.0,0.0,0.0,48.0,96.0
5,1,37,11,9,5,0,24,386,85260.0,1.0,50.0,3.0,16.0,0.0,0.0,35.0,386.0
5,4,48,3,11,4,0,9,461,106575.0,1.0,62.0,3.0,51.0,0.0,0.0,154.0,115.0
5,1,2,3,1,7,0,26,414,60900.0,0.0,35.0,3.0,16.0,0.0,0.0,138.0,414.0
5,7,1,13,1,7,0,29,462,60900.0,0.0,35.0,3.0,16.0,0.0,0.0,36.0,66.0
5,5,48,1,11,6,0,15,442,71050.0,0.0,41.0,3.0,29.0,0.0,0.0,442.0,88.0
5,1,41,15,10,6,0,27,433,71050.0,0.0,41.0,3.0,16.0,0.0,0.0,29.0,433.0
5,4,37,4,9,6,0,46,394,71050.0,0.0,41.0,3.0,9.0,0.0,0.0,98.0,98.0
5,2,32,18,8,6,0,10,452,71050.0,0.0,41.0,3.0,45.0,0.0,0.0,25.0,226.0
5,5,21,15,5,5,0,15,447,85260.0,1.0,50.0,3.0,30.0,0.0,0.0,30.0,89.0
5,6,6,22,2,5,0,5,417,85260.0,1.0,50.0,3.0,83.0,0.0,0.0,19.0,70.0
5,4,40,12,10,4,0,9,425,106575.0,1.0,62.0,3.0,47.0,0.0,0.0,35.0,106.0
5,7,1,0,1,7,0,17,406,60900.0,0.0,35.0,3.0,24.0,0.0,0.0,inf,58.0
5,6,51,5,12,6,0,32,412,71050.0,0.0,41.0,3.0,13.0,0.0,0.0,82.0,69.0
5,2,50,23,12,6,0,12,419,71050.0,0.0,41.0,3.0,35.0,0.0,0.0,18.0,210.0
5,1,48,19,11,6,0,8,414,71050.0,0.0,41.0,3.0,52.0,0.0,0.0,22.0,414.0
5,7,47,19,11,6,0,9,431,71050.0,0.0,41.0,3.0,48.0,0.0,0.0,23.0,62.0
5,4,37,23,9,6,0,10,421,71050.0,0.0,41.0,3.0,42.0,0.0,0.0,18.0,105.0
5,2,26,14,6,6,0,35,407,71050.0,0.0,41.0,3.0,12.0,0.0,0.0,29.0,204.0
5,5,11,17,3,6,0,14,416,71050.0,0.0,41.0,3.0,30.0,0.0,0.0,24.0,83.0
1,2,17,15,4,6,0,12,646,71050.0,0.0,41.0,3.0,54.0,0.0,0.0,43.0,323.0
5,6,3,17,1,6,0,24,460,71050.0,0.0,41.0,3.0,19.0,0.0,0.0,27.0,77.0
5,5,43,14,10,5,0,19,797,85260.0,1.0,50.0,3.0,42.0,0.0,0.0,57.0,159.0
5,1,48,18,11,4,0,10,457,106575.0,1.0,62.0,3.0,46.0,0.0,0.0,25.0,457.0
4,7,33,1,8,5,0,14,536,85260.0,1.0,50.0,3.0,38.0,0.0,0.0,536.0,77.0
5,1,39,14,9,6,0,48,385,71050.0,0.0,41.0,3.0,8.0,0.0,0.0,28.0,385.0
1,1,3,17,1,7,0,34,685,60900.0,0.0,35.0,3.0,20.0,0.0,0.0,40.0,685.0
5,6,11,22,3,6,0,24,400,71050.0,0.0,41.0,3.0,17.0,0.0,0.0,18.0,67.0
5,6,3,21,1,6,0,17,449,71050.0,0.0,41.0,3.0,26.0,0.0,0.0,21.0,75.0
5,4,1,3,1,6,0,30,467,71050.0,0.0,41.0,3.0,16.0,0.0,0.0,156.0,117.0
5,7,28,18,7,5,0,11,404,85260.0,1.0,50.0,3.0,37.0,0.0,0.0,22.0,58.0
3,7,29,7,7,5,0,26,548,85260.0,1.0,50.0,3.0,21.0,0.0,0.0,78.0,78.0
5,6,3,16,1,5,0,11,377,85260.0,1.0,50.0,3.0,34.0,0.0,0.0,24.0,63.0
5,4,41,19,10,4,0,21,455,106575.0,1.0,62.0,3.0,22.0,0.0,0.0,24.0,114.0
5,1,45,19,11,6,0,82,334,71050.0,0.0,41.0,3.0,4.0,0.0,0.0,18.0,334.0
5,6,38,14,9,6,0,10,406,71050.0,0.0,41.0,3.0,41.0,0.0,0.0,29.0,68.0
5,5,7,15,2,5,0,12,432,85260.0,1.0,50.0,3.0,36.0,0.0,0.0,29.0,86.0
5,6,46,16,11,6,0,25,459,71050.0,0.0,41.0,3.0,18.0,0.0,0.0,29.0,76.0
5,5,46,19,11,5,0,24,409,85260.0,1.0,50.0,3.0,17.0,0.0,0.0,22.0,82.0
1,2,39,15,9,6,0,20,1073,71050.0,0.0,41.0,3.0,54.0,0.0,0.0,72.0,536.0
5,2,49,16,12,4,0,8,409,106575.0,1.0,62.0,3.0,51.0,0.0,0.0,26.0,204.0
1,6,40,14,10,5,0,44,687,85260.0,1.0,50.0,3.0,16.0,0.0,0.0,49.0,114.0
5,5,10,20,3,7,0,25,424,60900.0,0.0,35.0,3.0,17.0,0.0,0.0,21.0,85.0
5,3,7,2,2,7,0,32,371,60900.0,0.0,35.0,3.0,12.0,0.0,0.0,186.0,124.0
5,6,2,23,1,7,0,42,357,60900.0,0.0,35.0,3.0,8.0,0.0,0.0,16.0,60.0
1,2,3,19,1,7,0,46,653,60900.0,0.0,35.0,3.0,14.0,0.0,0.0,34.0,326.0
5,6,40,16,10,6,0,19,445,71050.0,0.0,41.0,3.0,23.0,0.0,0.0,28.0,74.0
1,7,49,6,12,6,0,20,692,71050.0,0.0,41.0,3.0,35.0,0.0,0.0,115.0,99.0
5,4,37,10,9,6,0,14,371,71050.0,0.0,41.0,3.0,26.0,0.0,0.0,37.0,93.0
5,5,31,3,7,6,0,39,406,71050.0,0.0,41.0,3.0,10.0,0.0,0.0,135.0,81.0
5,3,30,20,7,6,0,11,434,71050.0,0.0,41.0,3.0,39.0,0.0,0.0,22.0,145.0
5,4,23,23,6,6,0,15,413,71050.0,0.0,41.0,3.0,28.0,0.0,0.0,18.0,103.0
5,3,32,20,8,5,0,9,434,85260.0,1.0,50.0,3.0,48.0,0.0,0.0,22.0,145.0
5,2,29,16,7,5,0,19,406,85260.0,1.0,50.0,3.0,21.0,0.0,0.0,25.0,203.0
5,1,5,20,1,5,0,25,414,85260.0,1.0,50.0,3.0,17.0,0.0,0.0,21.0,414.0
5,4,23,21,6,7,0,27,363,60900.0,0.0,35.0,3.0,13.0,0.0,0.0,17.0,91.0
5,3,8,18,2,7,0,3,444,60900.0,0.0,35.0,3.0,148.0,0.0,0.0,25.0,148.0
