rating,day_of_week,week_of_year,hour,month,yrs_to_review,lenDevResp,lenTitle,lenReview,ratings_per_yr_in_exist,app_rank_in_cat_per_yr_in_exist,BBB_complaints_per_yr_in_exist,BBB_complaints_per_BBB_review,len_review_per_len_title,Dev_resp_per_yr,DevLen_per_ReviewLen,ReviewLen_by_time_of_day,ReviewLen_by_day_of_week
5,2,51,12,12,8,642,11,579,24762.0,5.0,56.0,1.0,53.0,80.0,1.0,48.0,290.0
5,3,47,14,11,7,297,13,545,28300.0,6.0,64.0,1.0,42.0,42.0,1.0,39.0,182.0
1,5,35,13,8,8,386,43,763,24762.0,5.0,56.0,1.0,18.0,48.0,1.0,59.0,153.0
1,5,3,6,1,8,413,23,821,24762.0,5.0,56.0,1.0,36.0,52.0,1.0,137.0,164.0
5,1,43,18,10,7,242,26,523,28300.0,6.0,64.0,1.0,20.0,35.0,0.0,29.0,523.0
5,4,41,23,10,7,158,7,534,28300.0,6.0,64.0,1.0,76.0,23.0,0.0,23.0,134.0
5,1,37,16,9,7,286,15,549,28300.0,6.0,64.0,1.0,37.0,41.0,1.0,34.0,549.0
5,4,19,14,5,7,331,13,576,28300.0,6.0,64.0,1.0,44.0,47.0,1.0,41.0,144.0
1,4,31,8,8,7,1274,22,758,28300.0,6.0,64.0,1.0,34.0,182.0,2.0,95.0,190.0
2,5,21,19,5,7,216,2,735,28300.0,6.0,64.0,1.0,368.0,31.0,0.0,39.0,147.0
5,7,52,16,12,6,287,9,535,33017.0,7.0,75.0,1.0,59.0,48.0,1.0,33.0,76.0
5,5,51,21,12,6,131,50,535,33017.0,7.0,75.0,1.0,11.0,22.0,0.0,25.0,107.0
5,4,51,21,12,6,0,33,552,33017.0,7.0,75.0,1.0,17.0,0.0,0.0,26.0,138.0
5,4,41,22,10,6,186,16,634,33017.0,7.0,75.0,1.0,40.0,31.0,0.0,29.0,158.0
1,2,51,6,12,6,303,8,796,33017.0,7.0,75.0,1.0,100.0,50.0,0.0,133.0,398.0
1,1,45,14,11,6,292,18,780,33017.0,7.0,75.0,1.0,43.0,49.0,0.0,56.0,780.0
5,4,25,14,6,6,289,11,543,33017.0,7.0,75.0,1.0,49.0,48.0,1.0,39.0,136.0
5,7,50,0,12,5,0,17,571,39620.0,8.0,90.0,1.0,34.0,0.0,0.0,inf,82.0
1,5,4,17,1,6,354,26,762,33017.0,7.0,75.0,1.0,29.0,59.0,0.0,45.0,152.0
5,6,13,16,4,9,385,9,600,22011.0,5.0,50.0,1.0,67.0,43.0,1.0,38.0,100.0
5,3,51,22,12,8,208,22,532,24762.0,5.0,56.0,1.0,24.0,26.0,0.0,24.0,177.0
5,3,48,20,11,8,416,12,588,24762.0,5.0,56.0,1.0,49.0,52.0,1.0,29.0,196.0
5,4,14,6,4,8,289,13,525,24762.0,5.0,56.0,1.0,40.0,36.0,1.0,88.0,131.0
2,3,5,16,1,8,584,31,1078,24762.0,5.0,56.0,1.0,35.0,73.0,1.0,67.0,359.0
2,4,3,1,1,8,323,12,776,24762.0,5.0,56.0,1.0,65.0,40.0,0.0,776.0,194.0
5,7,49,22,12,7,396,26,516,28300.0,6.0,64.0,1.0,20.0,57.0,1.0,23.0,74.0
1,1,2,17,1,8,239,21,782,24762.0,5.0,56.0,1.0,37.0,30.0,0.0,46.0,782.0
5,3,37,17,9,7,198,11,588,28300.0,6.0,64.0,1.0,53.0,28.0,0.0,35.0,196.0
5,1,31,12,7,7,144,35,518,28300.0,6.0,64.0,1.0,15.0,21.0,0.0,43.0,518.0
5,4,28,22,7,7,223,30,539,28300.0,6.0,64.0,1.0,18.0,32.0,0.0,24.0,135.0
5,3,27,19,7,7,202,12,597,28300.0,6.0,64.0,1.0,50.0,29.0,0.0,31.0,199.0
5,2,27,18,7,7,294,18,528,28300.0,6.0,64.0,1.0,29.0,42.0,1.0,29.0,264.0
5,7,15,19,4,7,306,7,541,28300.0,6.0,64.0,1.0,77.0,44.0,1.0,28.0,77.0
5,6,8,20,2,7,219,18,576,28300.0,6.0,64.0,1.0,32.0,31.0,0.0,29.0,96.0
1,6,14,16,4,7,266,12,802,28300.0,6.0,64.0,1.0,67.0,38.0,0.0,50.0,134.0
5,3,46,2,11,6,194,17,576,33017.0,7.0,75.0,1.0,34.0,32.0,0.0,288.0,192.0
1,6,5,18,2,7,361,10,744,28300.0,6.0,64.0,1.0,74.0,52.0,0.0,41.0,124.0
1,6,50,15,12,6,226,4,785,33017.0,7.0,75.0,1.0,196.0,38.0,0.0,52.0,131.0
2,1,49,5,12,6,309,35,683,33017.0,7.0,75.0,1.0,20.0,52.0,0.0,137.0,683.0
5,4,32,15,8,6,249,38,553,33017.0,7.0,75.0,1.0,15.0,42.0,0.0,37.0,138.0
1,6,44,19,11,6,309,23,756,33017.0,7.0,75.0,1.0,33.0,52.0,0.0,40.0,126.0
2,7,39,15,9,6,413,20,689,33017.0,7.0,75.0,1.0,34.0,69.0,1.0,46.0,98.0
5,5,27,16,7,6,162,15,633,33017.0,7.0,75.0,1.0,42.0,27.0,0.0,40.0,127.0
5,3,20,19,5,6,0,19,546,33017.0,7.0,75.0,1.0,29.0,0.0,0.0,29.0,182.0
5,5,10,14,3,6,0,25,535,33017.0,7.0,75.0,1.0,21.0,0.0,0.0,38.0,107.0
5,2,47,7,11,8,408,64,483,24762.0,5.0,56.0,1.0,8.0,51.0,1.0,69.0,242.0
1,4,7,6,2,9,437,28,1162,22011.0,5.0,50.0,1.0,42.0,49.0,0.0,194.0,290.0
2,5,2,15,1,9,331,7,740,22011.0,5.0,50.0,1.0,106.0,37.0,0.0,49.0,148.0
5,5,29,11,7,8,296,17,557,24762.0,5.0,56.0,1.0,33.0,37.0,1.0,51.0,111.0
4,4,43,18,10,8,376,17,632,24762.0,5.0,56.0,1.0,37.0,47.0,1.0,35.0,158.0
5,4,49,7,12,7,201,11,553,28300.0,6.0,64.0,1.0,50.0,29.0,0.0,79.0,138.0
5,7,31,0,8,7,308,10,522,28300.0,6.0,64.0,1.0,52.0,44.0,1.0,inf,75.0
5,2,29,14,7,7,202,10,566,28300.0,6.0,64.0,1.0,57.0,29.0,0.0,40.0,283.0
5,6,24,20,6,7,213,19,578,28300.0,6.0,64.0,1.0,30.0,30.0,0.0,29.0,96.0
1,3,27,11,7,7,403,27,815,28300.0,6.0,64.0,1.0,30.0,58.0,0.0,74.0,272.0
5,3,15,18,4,7,305,10,554,28300.0,6.0,64.0,1.0,55.0,44.0,1.0,31.0,185.0
2,6,16,7,4,7,222,12,702,28300.0,6.0,64.0,1.0,58.0,32.0,0.0,100.0,117.0
5,2,8,20,2,7,194,7,579,28300.0,6.0,64.0,1.0,83.0,28.0,0.0,29.0,290.0
5,5,5,23,2,7,303,13,571,28300.0,6.0,64.0,1.0,44.0,43.0,1.0,25.0,114.0
5,6,4,15,1,7,282,10,549,28300.0,6.0,64.0,1.0,55.0,40.0,1.0,37.0,92.0
5,7,32,16,8,6,129,9,536,33017.0,7.0,75.0,1.0,60.0,22.0,0.0,34.0,77.0
3,2,51,0,12,6,242,14,676,33017.0,7.0,75.0,1.0,48.0,40.0,0.0,inf,338.0
4,5,49,15,12,6,0,11,611,33017.0,7.0,75.0,1.0,56.0,0.0,0.0,41.0,122.0
1,4,49,14,12,6,250,19,742,33017.0,7.0,75.0,1.0,39.0,42.0,0.0,53.0,186.0
1,3,47,19,11,6,345,35,734,33017.0,7.0,75.0,1.0,21.0,58.0,0.0,39.0,245.0
5,7,26,17,7,6,510,28,568,33017.0,7.0,75.0,1.0,20.0,85.0,1.0,33.0,81.0
5,6,26,11,6,6,190,10,534,33017.0,7.0,75.0,1.0,53.0,32.0,0.0,49.0,89.0
5,6,44,18,11,5,208,9,580,39620.0,8.0,90.0,1.0,64.0,42.0,0.0,32.0,97.0
3,5,22,1,6,6,218,58,580,33017.0,7.0,75.0,1.0,10.0,36.0,0.0,580.0,116.0
2,7,20,2,5,6,340,16,727,33017.0,7.0,75.0,1.0,45.0,57.0,0.0,364.0,104.0
3,3,45,21,11,5,199,24,640,39620.0,8.0,90.0,1.0,27.0,40.0,0.0,30.0,213.0
5,2,43,9,10,5,307,14,556,39620.0,8.0,90.0,1.0,40.0,61.0,1.0,62.0,278.0
5,7,15,8,4,9,320,18,529,22011.0,5.0,50.0,1.0,29.0,36.0,1.0,66.0,76.0
5,3,34,2,8,8,166,25,526,24762.0,5.0,56.0,1.0,21.0,21.0,0.0,263.0,175.0
3,6,14,17,4,9,260,35,603,22011.0,5.0,50.0,1.0,17.0,29.0,0.0,35.0,100.0
4,5,8,17,2,9,588,10,597,22011.0,5.0,50.0,1.0,60.0,65.0,1.0,35.0,119.0
5,1,34,14,8,8,232,40,891,24762.0,5.0,56.0,1.0,22.0,29.0,0.0,64.0,891.0
5,6,16,20,4,8,492,19,556,24762.0,5.0,56.0,1.0,29.0,62.0,1.0,28.0,93.0
2,1,32,13,8,8,594,32,694,24762.0,5.0,56.0,1.0,22.0,74.0,1.0,53.0,694.0
5,7,2,3,1,8,359,22,531,24762.0,5.0,56.0,1.0,24.0,45.0,1.0,177.0,76.0
1,6,16,15,4,8,410,13,1218,24762.0,5.0,56.0,1.0,94.0,51.0,0.0,81.0,203.0
4,7,10,22,3,8,371,19,615,24762.0,5.0,56.0,1.0,32.0,46.0,1.0,28.0,88.0
5,6,48,11,11,7,354,20,542,28300.0,6.0,64.0,1.0,27.0,51.0,1.0,49.0,90.0
1,6,51,21,12,7,278,21,753,28300.0,6.0,64.0,1.0,36.0,40.0,0.0,36.0,126.0
1,5,48,1,11,7,313,24,758,28300.0,6.0,64.0,1.0,32.0,45.0,0.0,758.0,152.0
5,4,35,15,8,7,303,1,592,28300.0,6.0,64.0,1.0,592.0,43.0,1.0,39.0,148.0
4,3,40,13,10,7,349,13,624,28300.0,6.0,64.0,1.0,48.0,50.0,1.0,48.0,208.0
5,3,35,22,8,7,128,14,557,28300.0,6.0,64.0,1.0,40.0,18.0,0.0,25.0,186.0
5,2,30,23,7,7,349,30,650,28300.0,6.0,64.0,1.0,22.0,50.0,1.0,28.0,325.0
5,3,28,9,7,7,133,9,547,28300.0,6.0,64.0,1.0,61.0,19.0,0.0,61.0,182.0
5,6,9,13,3,7,314,13,574,28300.0,6.0,64.0,1.0,44.0,45.0,1.0,44.0,96.0
1,7,22,13,6,7,399,5,761,28300.0,6.0,64.0,1.0,152.0,57.0,1.0,59.0,109.0
5,2,51,22,12,6,354,25,547,33017.0,7.0,75.0,1.0,22.0,59.0,1.0,25.0,274.0
3,6,6,15,2,7,486,10,629,28300.0,6.0,64.0,1.0,63.0,69.0,1.0,42.0,105.0
1,6,52,10,12,6,384,25,792,33017.0,7.0,75.0,1.0,32.0,64.0,0.0,79.0,132.0
2,3,52,6,12,6,232,34,669,33017.0,7.0,75.0,1.0,20.0,39.0,0.0,112.0,223.0
5,5,34,13,8,6,415,13,561,33017.0,7.0,75.0,1.0,43.0,69.0,1.0,43.0,112.0
4,6,50,16,12,6,423,41,564,33017.0,7.0,75.0,1.0,14.0,70.0,1.0,35.0,94.0
5,4,27,13,7,8,235,35,571,24762.0,5.0,56.0,1.0,16.0,29.0,0.0,44.0,143.0
1,4,51,13,12,5,360,14,757,39620.0,8.0,90.0,1.0,54.0,72.0,0.0,58.0,189.0
1,3,7,6,2,9,215,32,758,22011.0,5.0,50.0,1.0,24.0,24.0,0.0,126.0,253.0
1,7,30,16,7,8,349,47,744,24762.0,5.0,56.0,1.0,16.0,44.0,0.0,46.0,106.0
5,6,15,18,4,8,1027,25,555,24762.0,5.0,56.0,1.0,22.0,128.0,2.0,31.0,92.0
5,3,49,0,12,7,411,25,527,28300.0,6.0,64.0,1.0,21.0,59.0,1.0,inf,176.0
1,6,14,15,4,8,398,25,744,24762.0,5.0,56.0,1.0,30.0,50.0,1.0,50.0,124.0
5,1,27,18,7,7,306,29,553,28300.0,6.0,64.0,1.0,19.0,44.0,1.0,31.0,553.0
1,1,47,11,11,7,285,25,711,28300.0,6.0,64.0,1.0,28.0,41.0,0.0,65.0,711.0
2,1,45,23,11,7,263,22,675,28300.0,6.0,64.0,1.0,31.0,38.0,0.0,29.0,675.0
1,7,38,21,9,7,301,18,734,28300.0,6.0,64.0,1.0,41.0,43.0,0.0,35.0,105.0
1,6,28,14,7,7,1686,7,761,28300.0,6.0,64.0,1.0,109.0,241.0,2.0,54.0,127.0
5,1,18,12,4,7,236,19,520,28300.0,6.0,64.0,1.0,27.0,34.0,0.0,43.0,520.0
5,5,5,0,2,7,235,14,580,28300.0,6.0,64.0,1.0,41.0,34.0,0.0,inf,116.0
1,5,11,7,3,7,613,16,775,28300.0,6.0,64.0,1.0,48.0,88.0,1.0,111.0,155.0
2,5,10,18,3,7,249,24,710,28300.0,6.0,64.0,1.0,30.0,36.0,0.0,39.0,142.0
1,1,10,15,3,7,565,20,799,28300.0,6.0,64.0,1.0,40.0,81.0,1.0,53.0,799.0
1,3,8,13,2,7,1372,7,778,28300.0,6.0,64.0,1.0,111.0,196.0,2.0,60.0,259.0
5,1,49,0,12,6,114,15,563,33017.0,7.0,75.0,1.0,38.0,19.0,0.0,inf,563.0
5,4,44,18,11,6,260,17,511,33017.0,7.0,75.0,1.0,30.0,43.0,1.0,28.0,128.0
3,1,47,21,11,6,354,42,662,33017.0,7.0,75.0,1.0,16.0,59.0,1.0,32.0,662.0
3,2,46,12,11,6,232,10,609,33017.0,7.0,75.0,1.0,61.0,39.0,0.0,51.0,304.0
5,5,33,16,8,6,481,20,524,33017.0,7.0,75.0,1.0,26.0,80.0,1.0,33.0,105.0
5,4,33,11,8,6,249,12,544,33017.0,7.0,75.0,1.0,45.0,42.0,0.0,49.0,136.0
5,3,33,14,8,6,152,38,541,33017.0,7.0,75.0,1.0,14.0,25.0,0.0,39.0,180.0
5,4,6,15,2,6,287,14,557,33017.0,7.0,75.0,1.0,40.0,48.0,1.0,37.0,139.0
5,5,3,15,1,6,306,25,546,33017.0,7.0,75.0,1.0,22.0,51.0,1.0,36.0,109.0
5,6,41,20,10,5,0,31,526,39620.0,8.0,90.0,1.0,17.0,0.0,0.0,26.0,88.0
1,7,44,1,11,5,361,30,804,39620.0,8.0,90.0,1.0,27.0,72.0,0.0,804.0,115.0
3,2,44,19,10,5,464,17,635,39620.0,8.0,90.0,1.0,37.0,93.0,1.0,33.0,318.0
5,2,20,3,5,9,408,34,563,22011.0,5.0,50.0,1.0,17.0,45.0,1.0,188.0,282.0
5,3,50,5,12,8,462,28,520,24762.0,5.0,56.0,1.0,19.0,58.0,1.0,104.0,173.0
1,1,18,14,5,9,236,29,750,22011.0,5.0,50.0,1.0,26.0,26.0,0.0,54.0,750.0
1,5,51,11,12,8,592,30,787,24762.0,5.0,56.0,1.0,26.0,74.0,1.0,72.0,157.0
5,4,47,7,11,8,192,30,550,24762.0,5.0,56.0,1.0,18.0,24.0,0.0,79.0,138.0
5,4,19,18,5,8,173,17,515,24762.0,5.0,56.0,1.0,30.0,22.0,0.0,29.0,129.0
5,1,13,15,3,8,338,9,513,24762.0,5.0,56.0,1.0,57.0,42.0,1.0,34.0,513.0
3,3,19,12,5,8,270,14,653,24762.0,5.0,56.0,1.0,47.0,34.0,0.0,54.0,218.0
5,5,11,23,3,8,508,16,542,24762.0,5.0,56.0,1.0,34.0,64.0,1.0,24.0,108.0
5,4,10,18,3,8,314,17,526,24762.0,5.0,56.0,1.0,31.0,39.0,1.0,29.0,132.0
5,1,45,11,11,7,349,6,519,28300.0,6.0,64.0,1.0,86.0,50.0,1.0,47.0,519.0
1,4,50,3,12,7,490,42,718,28300.0,6.0,64.0,1.0,17.0,70.0,1.0,239.0,180.0
5,5,30,19,7,7,202,10,511,28300.0,6.0,64.0,1.0,51.0,29.0,0.0,27.0,102.0
3,6,43,15,10,7,213,17,650,28300.0,6.0,64.0,1.0,38.0,30.0,0.0,43.0,108.0
2,6,35,14,8,7,332,22,665,28300.0,6.0,64.0,1.0,30.0,47.0,0.0,48.0,111.0
5,2,23,15,6,7,369,42,481,28300.0,6.0,64.0,1.0,11.0,53.0,1.0,32.0,240.0
1,3,27,18,7,7,417,40,783,28300.0,6.0,64.0,1.0,20.0,60.0,1.0,44.0,261.0
5,7,18,3,5,7,306,10,614,28300.0,6.0,64.0,1.0,61.0,44.0,0.0,205.0,88.0
3,7,21,0,5,7,315,34,1007,28300.0,6.0,64.0,1.0,30.0,45.0,0.0,inf,144.0
5,4,17,15,4,7,383,43,507,28300.0,6.0,64.0,1.0,12.0,55.0,1.0,34.0,127.0
5,4,9,8,2,7,256,13,635,28300.0,6.0,64.0,1.0,49.0,37.0,0.0,79.0,159.0
5,3,49,19,12,6,129,16,923,33017.0,7.0,75.0,1.0,58.0,22.0,0.0,49.0,308.0
1,2,50,5,12,6,400,38,727,33017.0,7.0,75.0,1.0,19.0,67.0,1.0,145.0,364.0
1,5,49,14,12,6,333,5,774,33017.0,7.0,75.0,1.0,155.0,56.0,0.0,55.0,155.0
5,2,45,1,11,6,382,28,898,33017.0,7.0,75.0,1.0,32.0,64.0,0.0,898.0,449.0
5,4,13,1,4,9,295,17,544,22011.0,5.0,50.0,1.0,32.0,33.0,1.0,544.0,136.0
1,6,43,4,10,6,257,22,763,33017.0,7.0,75.0,1.0,35.0,43.0,0.0,191.0,127.0
1,7,34,19,8,6,295,34,741,33017.0,7.0,75.0,1.0,22.0,49.0,0.0,39.0,106.0
2,2,50,19,12,5,194,43,708,39620.0,8.0,90.0,1.0,16.0,39.0,0.0,37.0,354.0
3,4,21,13,5,9,404,15,690,22011.0,5.0,50.0,1.0,46.0,45.0,1.0,53.0,172.0
5,6,48,0,11,8,278,11,530,24762.0,5.0,56.0,1.0,48.0,35.0,1.0,inf,88.0
5,4,13,15,3,8,276,29,514,24762.0,5.0,56.0,1.0,18.0,34.0,1.0,34.0,128.0
1,3,17,13,4,8,345,33,761,24762.0,5.0,56.0,1.0,23.0,43.0,0.0,59.0,254.0
5,5,52,17,12,7,422,22,501,28300.0,6.0,64.0,1.0,23.0,60.0,1.0,29.0,100.0
5,6,42,21,10,7,112,6,544,28300.0,6.0,64.0,1.0,91.0,16.0,0.0,26.0,91.0
2,4,45,2,11,7,557,27,703,28300.0,6.0,64.0,1.0,26.0,80.0,1.0,352.0,176.0
3,2,42,7,10,7,279,42,567,28300.0,6.0,64.0,1.0,14.0,40.0,0.0,81.0,284.0
5,4,36,14,9,7,179,14,503,28300.0,6.0,64.0,1.0,36.0,26.0,0.0,36.0,126.0
2,6,38,8,9,7,349,27,716,28300.0,6.0,64.0,1.0,27.0,50.0,0.0,90.0,119.0
5,5,30,17,7,7,308,26,553,28300.0,6.0,64.0,1.0,21.0,44.0,1.0,33.0,111.0
5,5,28,16,7,7,210,12,531,28300.0,6.0,64.0,1.0,44.0,30.0,0.0,33.0,106.0
5,1,26,3,6,7,155,20,515,28300.0,6.0,64.0,1.0,26.0,22.0,0.0,172.0,515.0
3,2,27,14,7,7,290,24,630,28300.0,6.0,64.0,1.0,26.0,41.0,0.0,45.0,315.0
5,4,24,4,6,7,197,12,500,28300.0,6.0,64.0,1.0,42.0,28.0,0.0,125.0,125.0
5,3,23,22,6,7,275,23,550,28300.0,6.0,64.0,1.0,24.0,39.0,0.0,25.0,183.0
5,5,20,19,5,7,411,16,538,28300.0,6.0,64.0,1.0,34.0,59.0,1.0,28.0,108.0
5,1,17,23,4,7,318,32,512,28300.0,6.0,64.0,1.0,16.0,45.0,1.0,22.0,512.0
5,3,13,19,3,7,272,13,554,28300.0,6.0,64.0,1.0,43.0,39.0,0.0,29.0,185.0
5,4,34,11,8,6,231,16,590,33017.0,7.0,75.0,1.0,37.0,38.0,0.0,54.0,148.0
1,7,7,2,2,7,349,73,704,28300.0,6.0,64.0,1.0,10.0,50.0,0.0,352.0,101.0
4,4,1,20,1,7,450,24,602,28300.0,6.0,64.0,1.0,25.0,64.0,1.0,30.0,150.0
1,5,50,17,12,6,239,12,727,33017.0,7.0,75.0,1.0,61.0,40.0,0.0,43.0,145.0
5,7,25,19,6,6,210,41,517,33017.0,7.0,75.0,1.0,13.0,35.0,0.0,27.0,74.0
5,3,7,1,2,6,0,10,523,33017.0,7.0,75.0,1.0,52.0,0.0,0.0,523.0,174.0
5,1,13,19,3,9,289,14,519,22011.0,5.0,50.0,1.0,37.0,32.0,1.0,27.0,519.0
5,2,9,23,3,9,228,15,536,22011.0,5.0,50.0,1.0,36.0,25.0,0.0,23.0,268.0
5,1,1,5,1,9,357,20,504,22011.0,5.0,50.0,1.0,25.0,40.0,1.0,101.0,504.0
5,7,47,7,11,8,241,9,547,24762.0,5.0,56.0,1.0,61.0,30.0,0.0,78.0,78.0
5,1,33,13,8,8,337,35,499,24762.0,5.0,56.0,1.0,14.0,42.0,1.0,38.0,499.0
5,5,8,23,2,8,203,22,511,24762.0,5.0,56.0,1.0,23.0,25.0,0.0,22.0,102.0
2,2,32,15,8,8,274,28,680,24762.0,5.0,56.0,1.0,24.0,34.0,0.0,45.0,340.0
5,5,51,22,12,7,203,19,533,28300.0,6.0,64.0,1.0,28.0,29.0,0.0,24.0,107.0
5,3,31,14,7,7,229,19,532,28300.0,6.0,64.0,1.0,28.0,33.0,0.0,38.0,177.0
2,6,49,8,12,7,224,8,684,28300.0,6.0,64.0,1.0,86.0,32.0,0.0,86.0,114.0
2,3,42,19,10,7,222,32,673,28300.0,6.0,64.0,1.0,21.0,32.0,0.0,35.0,224.0
4,2,40,15,10,7,469,21,588,28300.0,6.0,64.0,1.0,28.0,67.0,1.0,39.0,294.0
5,1,16,1,4,7,138,18,515,28300.0,6.0,64.0,1.0,29.0,20.0,0.0,515.0,515.0
2,5,20,18,5,7,239,7,696,28300.0,6.0,64.0,1.0,99.0,34.0,0.0,39.0,139.0
3,6,17,4,4,7,312,12,625,28300.0,6.0,64.0,1.0,52.0,45.0,0.0,156.0,104.0
5,7,2,22,1,7,0,25,527,28300.0,6.0,64.0,1.0,21.0,0.0,0.0,24.0,75.0
1,6,15,16,4,7,618,13,779,28300.0,6.0,64.0,1.0,60.0,88.0,1.0,49.0,130.0
5,4,49,23,12,6,0,11,514,33017.0,7.0,75.0,1.0,47.0,0.0,0.0,22.0,128.0
1,3,52,12,12,6,224,44,754,33017.0,7.0,75.0,1.0,17.0,37.0,0.0,63.0,251.0
5,5,41,12,10,6,470,30,521,33017.0,7.0,75.0,1.0,17.0,78.0,1.0,43.0,104.0
2,5,44,2,11,6,365,37,647,33017.0,7.0,75.0,1.0,17.0,61.0,1.0,324.0,129.0
5,4,36,4,9,6,149,19,547,33017.0,7.0,75.0,1.0,29.0,25.0,0.0,137.0,137.0
1,6,40,20,10,6,216,11,767,33017.0,7.0,75.0,1.0,70.0,36.0,0.0,38.0,128.0
5,7,33,4,8,6,323,9,547,33017.0,7.0,75.0,1.0,61.0,54.0,1.0,137.0,78.0
5,5,21,14,5,6,383,11,528,33017.0,7.0,75.0,1.0,48.0,64.0,1.0,38.0,106.0
2,3,24,22,6,6,273,39,691,33017.0,7.0,75.0,1.0,18.0,46.0,0.0,31.0,230.0
5,4,11,3,3,6,194,13,525,33017.0,7.0,75.0,1.0,40.0,32.0,0.0,175.0,131.0
5,6,5,20,2,6,152,7,538,33017.0,7.0,75.0,1.0,77.0,25.0,0.0,27.0,90.0
5,4,53,14,12,8,193,7,563,24762.0,5.0,56.0,1.0,80.0,24.0,0.0,40.0,141.0
2,1,39,22,9,5,246,9,687,39620.0,8.0,90.0,1.0,76.0,49.0,0.0,31.0,687.0
5,1,49,9,11,8,408,17,511,24762.0,5.0,56.0,1.0,30.0,51.0,1.0,57.0,511.0
5,1,47,4,11,8,219,47,484,24762.0,5.0,56.0,1.0,10.0,27.0,0.0,121.0,484.0
5,6,31,4,8,8,203,25,493,24762.0,5.0,56.0,1.0,20.0,25.0,0.0,123.0,82.0
1,1,38,12,9,8,436,19,759,24762.0,5.0,56.0,1.0,40.0,54.0,1.0,63.0,759.0
5,5,17,12,4,8,408,11,537,24762.0,5.0,56.0,1.0,49.0,51.0,1.0,45.0,107.0
5,4,16,1,4,8,1262,24,506,24762.0,5.0,56.0,1.0,21.0,158.0,2.0,506.0,126.0
5,2,14,12,3,8,263,10,520,24762.0,5.0,56.0,1.0,52.0,33.0,1.0,43.0,260.0
5,4,49,17,12,7,366,20,523,28300.0,6.0,64.0,1.0,26.0,52.0,1.0,31.0,131.0
1,5,51,15,12,7,412,17,748,28300.0,6.0,64.0,1.0,44.0,59.0,1.0,50.0,150.0
5,5,45,4,11,7,408,15,516,28300.0,6.0,64.0,1.0,34.0,58.0,1.0,129.0,103.0
3,3,49,19,12,7,344,14,623,28300.0,6.0,64.0,1.0,44.0,49.0,1.0,33.0,208.0
5,1,45,16,11,7,187,25,515,28300.0,6.0,64.0,1.0,21.0,27.0,0.0,32.0,515.0
4,6,20,8,5,7,244,24,573,28300.0,6.0,64.0,1.0,24.0,35.0,0.0,72.0,96.0
5,5,20,4,5,7,194,37,538,28300.0,6.0,64.0,1.0,15.0,28.0,0.0,134.0,108.0
5,3,18,15,5,7,174,29,550,28300.0,6.0,64.0,1.0,19.0,25.0,0.0,37.0,183.0
5,3,16,17,4,7,230,13,529,28300.0,6.0,64.0,1.0,41.0,33.0,0.0,31.0,176.0
5,4,51,18,12,6,0,18,520,33017.0,7.0,75.0,1.0,29.0,0.0,0.0,29.0,130.0
1,2,13,15,3,7,245,18,747,28300.0,6.0,64.0,1.0,42.0,35.0,0.0,50.0,374.0
5,2,51,4,12,6,0,46,889,33017.0,7.0,75.0,1.0,19.0,0.0,0.0,222.0,444.0
5,4,44,2,11,6,185,24,525,33017.0,7.0,75.0,1.0,22.0,31.0,0.0,262.0,131.0
5,2,20,18,5,6,0,13,537,33017.0,7.0,75.0,1.0,41.0,0.0,0.0,30.0,268.0
1,3,36,5,9,6,345,25,734,33017.0,7.0,75.0,1.0,29.0,58.0,0.0,147.0,245.0
2,3,33,0,8,6,363,47,649,33017.0,7.0,75.0,1.0,14.0,60.0,1.0,inf,216.0
5,4,47,17,11,8,272,8,507,24762.0,5.0,56.0,1.0,63.0,34.0,1.0,30.0,127.0
3,2,5,22,2,9,204,51,584,22011.0,5.0,50.0,1.0,11.0,23.0,0.0,27.0,292.0
5,5,31,21,7,8,411,42,515,24762.0,5.0,56.0,1.0,12.0,51.0,1.0,25.0,103.0
5,3,6,13,2,8,449,10,537,24762.0,5.0,56.0,1.0,54.0,56.0,1.0,41.0,179.0
2,5,22,21,5,8,452,39,675,24762.0,5.0,56.0,1.0,17.0,56.0,1.0,32.0,135.0
5,2,50,21,12,7,363,7,533,28300.0,6.0,64.0,1.0,76.0,52.0,1.0,25.0,266.0
1,1,4,9,1,8,513,53,698,24762.0,5.0,56.0,1.0,13.0,64.0,1.0,78.0,698.0
1,5,1,9,1,8,469,38,707,24762.0,5.0,56.0,1.0,19.0,59.0,1.0,79.0,141.0
2,4,1,15,1,8,217,38,674,24762.0,5.0,56.0,1.0,18.0,27.0,0.0,45.0,168.0
1,3,46,0,11,7,431,10,843,28300.0,6.0,64.0,1.0,84.0,62.0,1.0,inf,281.0
5,5,39,1,9,7,203,34,527,28300.0,6.0,64.0,1.0,16.0,29.0,0.0,527.0,105.0
1,7,40,15,10,7,217,16,760,28300.0,6.0,64.0,1.0,48.0,31.0,0.0,51.0,109.0
5,1,35,19,8,7,301,7,539,28300.0,6.0,64.0,1.0,77.0,43.0,1.0,28.0,539.0
5,7,34,23,8,7,171,11,515,28300.0,6.0,64.0,1.0,47.0,24.0,0.0,22.0,74.0
5,3,27,0,7,7,306,9,545,28300.0,6.0,64.0,1.0,61.0,44.0,1.0,inf,182.0
5,4,17,15,4,7,245,31,517,28300.0,6.0,64.0,1.0,17.0,35.0,0.0,34.0,129.0
